,Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
547,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,67,6.08,11019,231,9,3,2
556,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,50,26.17,1910,132,7,2,1
565,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,46,25.47,1806,137,8,2,2
574,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,40,24.26,1649,148,8,3,2
583,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,50,25.85,1934,267,15,5,4
592,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,42,26.57,1581,182,7,2,1
601,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,24.46,1799,149,4,1,1
610,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,24.56,1913,189,7,2,1
619,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,33,24.42,1351,106,6,2,2
628,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,42,24.94,1684,167,5,1,1
637,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,34,24.93,1364,129,5,1,1
646,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,31,26.53,1169,97,3,1,1
655,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,34,25.59,1329,138,5,1,1
664,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,24.78,1776,212,13,3,2
673,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,42,24.35,1725,139,6,2,2
682,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,40,24.71,1619,197,10,3,2
691,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,33,26.11,1264,145,7,3,2
700,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,25.16,1749,241,14,4,2
709,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,41,25.1,1634,143,6,2,1
718,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,35,26.79,1307,162,7,3,2
727,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,24.9,1767,175,7,2,1
736,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,32,25.92,1234,148,7,2,2
745,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,49,26.47,1851,175,5,2,1
754,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,26.31,1787,127,4,1,1
763,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,43,26.52,1621,172,7,3,2
772,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,32,26.11,1226,155,5,2,1
781,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,43,25.22,1705,176,6,2,2
790,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,37,24.11,1534,191,11,3,2
799,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,43,26.15,1644,212,8,3,3
808,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,42,25.9,1622,213,6,2,1
817,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,31,25.1,1235,94,4,2,1
826,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,39,25.73,1516,136,8,2,1
835,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,33,26.54,1243,103,6,2,1
844,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,41,25.65,1599,136,7,2,2
853,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,24.89,1888,235,11,3,2
862,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,49,24.45,2004,221,7,2,2
871,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,38,24.62,1543,177,7,3,2
880,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,45,26.74,1683,163,8,3,2
889,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,33,24.86,1327,131,6,2,1
898,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,50,26.97,1854,136,8,3,2
907,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,36,25.86,1392,109,4,1,1
916,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,30,26.34,1139,105,5,1,1
925,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,48,24.74,1940,156,6,2,2
934,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,43,25.84,1664,157,9,2,1
943,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,38,24.36,1560,190,8,3,2
952,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,34,24.3,1399,106,4,2,1
961,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,26.47,1662,115,4,2,1
970,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,26.98,1742,172,6,2,2
979,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,193,24.5,7878,2088,84,23,16
988,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,184,25.76,7141,1143,65,20,13
997,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,182,26.44,6885,1411,80,26,20
1006,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,34,25.05,1358,137,6,2,2
1015,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,44,24.45,1799,141,5,2,1
1024,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,30,26.32,1140,152,8,3,2
1033,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,37,26.01,1422,115,5,2,1
1042,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,34,26.57,1279,135,8,3,2
1051,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,48,26.95,1781,184,9,2,2
1060,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,25.57,1838,140,7,2,2
1069,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,43,25.42,1692,156,8,2,1
1078,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,47,25.92,1813,209,10,3,3
1087,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,35,24.17,1448,117,4,1,1
1096,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,40,26.59,1504,173,7,3,2
